,time_code,emotion_values.grief,emotion_values.joy,emotion_values.disgust,emotion_values.outofbreath,emotion_values.pain,emotion_values.anger,emotion_values.amazement,emotion_values.cheekiness,emotion_values.sadness,emotion_values.fear
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.3046833872795105,0.0,0.0,0.0,0.0653870478272438,0.0,0.0,0.0,0.01216061320155859
3,0.0,0.0,0.3869740068912506,0.0,0.0,0.0,0.05414244905114174,0.0,0.0,0.0,0.009014317765831947
4,0.0,0.0,0.39262184500694275,0.0,0.0,0.0,0.05341656133532524,0.0,0.0,0.0,0.008808983489871025
5,0.0,0.0,0.3982696831226349,0.0,0.0,0.0,0.05269067361950874,0.0,0.0,0.0,0.008603648282587528
6,0.0,0.0,0.403917521238327,0.0,0.0,0.0,0.051964785903692245,0.0,0.0,0.0,0.008398314006626606
7,0.0,0.0,0.40956535935401917,0.0,0.0,0.0,0.05123889818787575,0.0,0.0,0.0,0.008192978799343109
8,0.0,0.0,0.4152131676673889,0.0,0.0,0.0,0.05051301419734955,0.0,0.0,0.0,0.007987644523382187
9,0.0,0.0,0.4434523582458496,0.0,0.0,0.0,0.04688357561826706,0.0,0.0,0.0,0.0069609712809324265
10,0.03331249952316284,0.0,0.445549875497818,0.0,0.0,0.0,0.048715393990278244,0.0,0.0,0.0,0.006854918785393238
11,0.06662499904632568,0.0,0.447647362947464,0.0,0.0,0.0,0.05054721236228943,0.0,0.0,0.0,0.00674886628985405
12,0.09993749856948853,0.0,0.4497448801994324,0.0,0.0,0.0,0.05237903073430061,0.0,0.0,0.0,0.006642813328653574
13,0.13324999809265137,0.0,0.45184236764907837,0.0,0.0,0.0,0.0542108491063118,0.0,0.0,0.0,0.006536760833114386
14,0.1665624976158142,0.0,0.45393988490104675,0.0,0.0,0.0,0.05604266747832298,0.0,0.0,0.0,0.006430708337575197
15,0.19987499713897705,0.0,0.45603740215301514,0.0,0.0,0.0,0.05787448585033417,0.0,0.0,0.0,0.006324655842036009
16,0.2331874966621399,0.0,0.45813488960266113,0.0,0.0,0.0,0.05970630422234535,0.0,0.0,0.0,0.0062186033464968204
17,0.26649999618530273,0.0,0.4602324068546295,0.0,0.0,0.0,0.06153812259435654,0.0,0.0,0.0,0.006112550385296345
18,0.2998124957084656,0.0,0.4623298943042755,0.0,0.0,0.0,0.06336994469165802,0.0,0.0,0.0,0.006006497889757156
19,0.3331249952316284,0.0,0.4644274115562439,0.0,0.0,0.0,0.0652017593383789,0.0,0.0,0.0,0.005900445394217968
20,0.36643749475479126,0.0,0.4678502678871155,0.0,0.0,0.0,0.0642521008849144,0.0,0.0,0.0,0.005771334748715162
21,0.3997499942779541,0.0,0.47127312421798706,0.0,0.0,0.0,0.06330244243144989,0.0,0.0,0.0,0.005642224103212357
22,0.43306249380111694,0.0,0.47469598054885864,0.0,0.0,0.0,0.06235279142856598,0.0,0.0,0.0,0.005513113923370838
23,0.4663749933242798,0.0,0.4781188368797302,0.0,0.0,0.0,0.06140313297510147,0.0,0.0,0.0,0.0053840032778680325
24,0.4996874928474426,0.0,0.4815416932106018,0.0,0.0,0.0,0.06045347452163696,0.0,0.0,0.0,0.005254892632365227
25,0.5329999923706055,0.0,0.4849645495414734,0.0,0.0,0.0,0.05950381979346275,0.0,0.0,0.0,0.005125781986862421
26,0.5663124918937683,0.0,0.48838740587234497,0.0,0.0,0.0,0.058554165065288544,0.0,0.0,0.0,0.004996671341359615
27,0.5996249914169312,0.0,0.49181026220321655,0.0,0.0,0.0,0.057604506611824036,0.0,0.0,0.0,0.004867561161518097
28,0.632937490940094,0.0,0.49523311853408813,0.0,0.0,0.0,0.05665484815835953,0.0,0.0,0.0,0.004738450516015291
29,0.6662499904632568,0.0,0.4986559748649597,0.0,0.0,0.0,0.05570519343018532,0.0,0.0,0.0,0.0046093398705124855
30,0.6995624899864197,0.0,0.47153031826019287,5.930795305175707e-05,0.0,0.0,0.05418862774968147,0.0,0.0,0.0,0.0344710610806942
31,0.7328749895095825,0.0,0.4444046914577484,0.00011861590610351413,0.0,0.0,0.05267206206917763,0.0,0.0,0.0,0.06433278322219849
32,0.7661874890327454,0.0,0.41727903485298157,0.00017792386643122882,0.0,0.0,0.05115549638867378,0.0,0.0,0.0,0.09419450908899307
33,0.7994999885559082,0.0,0.3901534080505371,0.00023723181220702827,0.0,0.0,0.04963893070816994,0.0,0.0,0.0,0.12405622750520706
34,0.832812488079071,0.0,0.36302775144577026,0.00029653977253474295,0.0,0.0,0.04812236875295639,0.0,0.0,0.0,0.15391795337200165
35,0.8661249876022339,0.0,0.3359021246433258,0.00035584773286245763,0.0,0.0,0.046605803072452545,0.0,0.0,0.0,0.18377967178821564
36,0.8994374871253967,0.0,0.30877646803855896,0.0004151556931901723,0.0,0.0,0.0450892373919487,0.0,0.0,0.0,0.21364139020442963
37,0.9327499866485596,0.0,0.2816508412361145,0.00047446362441405654,0.0,0.0,0.043572671711444855,0.0,0.0,0.0,0.2435031235218048
38,0.9660624861717224,0.0,0.25452518463134766,0.0005337715847417712,0.0,0.0,0.04205610603094101,0.0,0.0,0.0,0.2733648419380188
39,0.9993749856948853,0.0,0.227399542927742,0.0005930795450694859,0.0,0.0,0.040539540350437164,0.0,0.0,0.0,0.3032265603542328
40,1.0326875448226929,0.0,0.22942355275154114,0.0006470064981840551,0.0,0.0,0.039452388882637024,0.0,0.0,0.0,0.30312976241111755
41,1.065999984741211,0.0,0.23144757747650146,0.0007009334512986243,0.0,0.0,0.038365233689546585,0.0,0.0,0.0,0.3030329644680023
42,1.0993125438690186,0.0,0.2334716022014618,0.0007548604044131935,0.0,0.0,0.037278082221746445,0.0,0.0,0.0,0.3029361665248871
43,1.1326249837875366,0.0,0.23549561202526093,0.0008087873575277627,0.0,0.0,0.036190927028656006,0.0,0.0,0.0,0.30283936858177185
44,1.1659375429153442,0.0,0.23751962184906006,0.0008627142524346709,0.0,0.0,0.035103775560855865,0.0,0.0,0.0,0.3027425706386566
45,1.1992499828338623,0.0,0.23954364657402039,0.0009166412055492401,0.0,0.0,0.03401662036776543,0.0,0.0,0.0,0.3026457726955414
46,1.23256254196167,0.0,0.2415676712989807,0.0009705681586638093,0.0,0.0,0.032929468899965286,0.0,0.0,0.0,0.30254897475242615
47,1.265874981880188,0.0,0.24359168112277985,0.0010244951117783785,0.0,0.0,0.03184231370687485,0.0,0.0,0.0,0.3024521768093109
48,1.2991875410079956,0.0,0.24561569094657898,0.0010784220648929477,0.0,0.0,0.030755162239074707,0.0,0.0,0.0,0.3023553788661957
49,1.3324999809265137,0.0,0.2476397156715393,0.0011323490180075169,0.0,0.0,0.029668008908629417,0.0,0.0,0.0,0.30225858092308044
50,1.3658125400543213,0.0,0.24777521193027496,0.0011234888806939125,0.0,0.0,0.031052744016051292,0.0,0.0,0.0,0.3021908402442932
51,1.3991249799728394,0.0,0.24791070818901062,0.0011146287433803082,0.0,0.0,0.03243747726082802,0.0,0.0,0.0,0.3021230697631836
52,1.432437539100647,0.0,0.24804620444774628,0.0011057686060667038,0.0,0.0,0.03382221236824989,0.0,0.0,0.0,0.302055299282074
53,1.465749979019165,0.0,0.24818170070648193,0.0010969084687530994,0.0,0.0,0.03520694747567177,0.0,0.0,0.0,0.30198755860328674
54,1.4990625381469727,0.0,0.24831721186637878,0.001088048331439495,0.0,0.0,0.03659168258309364,0.0,0.0,0.0,0.3019198179244995
55,1.5323749780654907,0.0,0.24845270812511444,0.0010791883105412126,0.0,0.0,0.03797641769051552,0.0,0.0,0.0,0.3018520474433899
56,1.5656875371932983,0.0,0.2485882043838501,0.0010703281732276082,0.0,0.0,0.039361149072647095,0.0,0.0,0.0,0.3017842769622803
57,1.5989999771118164,0.0,0.24872370064258575,0.0010614680359140038,0.0,0.0,0.04074588418006897,0.0,0.0,0.0,0.30171653628349304
58,1.632312536239624,0.0,0.2488591969013214,0.0010526078986003995,0.0,0.0,0.042130619287490845,0.0,0.0,0.0,0.3016487956047058
59,1.665624976158142,0.0,0.24899469316005707,0.0010437477612867951,0.0,0.0,0.04351535439491272,0.0,0.0,0.0,0.3015810251235962
60,1.6989375352859497,0.0,0.2428341656923294,0.0010421231854707003,0.0,0.0,0.050368282943964005,0.0,0.0,0.0,0.301533579826355
61,1.7322499752044678,0.0,0.23667363822460175,0.0010404986096546054,0.0,0.0,0.05722121149301529,0.0,0.0,0.0,0.30148616433143616
62,1.7655625343322754,0.0,0.23051311075687408,0.0010388740338385105,0.0,0.0,0.06407414376735687,0.0,0.0,0.0,0.30143874883651733
63,1.7988749742507935,0.0,0.22435258328914642,0.0010372494580224156,0.0,0.0,0.07092706859111786,0.0,0.0,0.0,0.3013913035392761
64,1.832187533378601,0.0,0.21819204092025757,0.0010356248822063208,0.0,0.0,0.07778000086545944,0.0,0.0,0.0,0.3013438582420349
65,1.8654999732971191,0.0,0.2120315134525299,0.0010340004228055477,0.0,0.0,0.08463293313980103,0.0,0.0,0.0,0.3012964427471161
