,timeCode,blendShapes.EyeBlinkLeft,blendShapes.EyeLookDownLeft,blendShapes.EyeLookInLeft,blendShapes.EyeLookOutLeft,blendShapes.EyeLookUpLeft,blendShapes.EyeSquintLeft,blendShapes.EyeWideLeft,blendShapes.EyeBlinkRight,blendShapes.EyeLookDownRight,blendShapes.EyeLookInRight,blendShapes.EyeLookOutRight,blendShapes.EyeLookUpRight,blendShapes.EyeSquintRight,blendShapes.EyeWideRight,blendShapes.JawForward,blendShapes.JawLeft,blendShapes.JawRight,blendShapes.JawOpen,blendShapes.MouthClose,blendShapes.MouthFunnel,blendShapes.MouthPucker,blendShapes.MouthLeft,blendShapes.MouthRight,blendShapes.MouthSmileLeft,blendShapes.MouthSmileRight,blendShapes.MouthFrownLeft,blendShapes.MouthFrownRight,blendShapes.MouthDimpleLeft,blendShapes.MouthDimpleRight,blendShapes.MouthStretchLeft,blendShapes.MouthStretchRight,blendShapes.MouthRollLower,blendShapes.MouthRollUpper,blendShapes.MouthShrugLower,blendShapes.MouthShrugUpper,blendShapes.MouthPressLeft,blendShapes.MouthPressRight,blendShapes.MouthLowerDownLeft,blendShapes.MouthLowerDownRight,blendShapes.MouthUpperUpLeft,blendShapes.MouthUpperUpRight,blendShapes.BrowDownLeft,blendShapes.BrowDownRight,blendShapes.BrowInnerUp,blendShapes.BrowOuterUpLeft,blendShapes.BrowOuterUpRight,blendShapes.CheekPuff,blendShapes.CheekSquintLeft,blendShapes.CheekSquintRight,blendShapes.NoseSneerLeft,blendShapes.NoseSneerRight,blendShapes.TongueOut,blendShapes.HeadRoll,blendShapes.HeadPitch,blendShapes.HeadYaw
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019132085144519806,0.0,0.0,0.0,0.0,0.0,0.0,0.020249729976058006,0.04471958056092262,0.0022674789652228355,8.849769074004143e-05,0.005455493461340666,0.0,0.012898391112685204,0.01833644136786461,0.0,0.0,0.0,0.0,0.011394229717552662,0.014355971477925777,0.0017335781594738364,0.00316260801628232,0.010022582486271858,0.01243334636092186,0.0,0.0,0.0,0.0,0.005005985498428345,0.0,0.0,0.0023225105833262205,0.0,0.0,0.0,0.0,0.0,0.04125397652387619,0.0425809845328331,0.009815403260290623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.038825102150440216,0.0,0.0,0.0,0.0,0.0,0.0,0.03976745903491974,0.05733620747923851,0.0035462279338389635,0.00011533007636899129,0.0,0.0,0.0,0.05536285787820816,0.0,0.00020630469953175634,0.0,0.0,0.014252189546823502,0.017560090869665146,0.01335895899683237,0.016055794432759285,0.017399543896317482,0.020122896879911423,0.015106572769582272,0.0,0.043678101152181625,0.0,0.012970568612217903,0.006075449753552675,0.0,0.001049974118359387,0.0,0.0,0.0,0.0,0.00045989526552148163,0.07317472994327545,0.07437273114919662,0.007985911332070827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.004628315102308989,0.07431820780038834,0.0,0.0,0.0,0.0,0.0,0.009801298379898071,0.0746832937002182,0.029389388859272003,0.0034422799944877625,0.0013958566123619676,0.0,0.0,0.0,0.07447011768817902,0.0011899949749931693,0.0021181167103350163,0.07182034105062485,0.0774364098906517,0.008283726871013641,0.007824571803212166,0.02031693048775196,0.02083897776901722,0.020937738940119743,0.020269397646188736,0.02559712901711464,0.004431612323969603,0.06134319305419922,0.0,0.017432132735848427,0.01692800223827362,0.0,0.0,0.003168773604556918,0.00027758433134295046,0.003081144765019417,0.0,0.0009162218775600195,0.0818144679069519,0.08417445421218872,0.0,0.027213560417294502,0.029937744140625,0.0132069056853652,0.014815175905823708,0.0,0.0,0.0,0.0
3,0.1,0.0,0.0,0.0,0.0,0.0,0.0036648879759013653,0.10601948946714401,0.0,0.0,0.0,0.0,0.0,0.014872192405164242,0.10622446984052658,0.016240663826465607,0.0025748854968696833,0.0021871672943234444,0.01348191499710083,0.0,0.0,0.08281585574150085,0.0,0.0018731494201347232,0.10427316278219223,0.11084889620542526,0.006468593142926693,0.00456205615773797,0.02112216129899025,0.01984657347202301,0.02478571981191635,0.022478632628917694,0.026749499142169952,0.0070737130008637905,0.04206709563732147,0.0,0.013674020767211914,0.01534406840801239,0.0018233053851872683,0.0008672855910845101,0.006682948675006628,0.004752339795231819,0.003955311141908169,0.0,0.0030942345038056374,0.08883386105298996,0.09142617881298065,0.0,0.03443942219018936,0.039680518209934235,0.0200600977987051,0.022162817418575287,0.0,0.0,0.0,0.0
4,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0010504152160137892,0.12976695597171783,0.0,0.0,0.0,0.0,0.0,0.018101660534739494,0.12975849211215973,0.011068138293921947,0.0008721623453311622,0.005299507640302181,0.028871329501271248,0.0,0.006317653693258762,0.07377102226018906,0.0,0.002559937536716461,0.1475818008184433,0.15282008051872253,0.005853122565895319,0.003184930421411991,0.028202470391988754,0.02473086677491665,0.03065451979637146,0.02732166089117527,0.017345987260341644,0.00030735653126612306,0.024084022268652916,0.0,0.009550176560878754,0.010938192717730999,0.01052437536418438,0.010794864036142826,0.01266684103757143,0.012068381533026695,0.004705269355326891,0.0,0.004594894591718912,0.08922059834003448,0.09163848310709,0.0011922689154744148,0.02521849237382412,0.03237244859337807,0.023138124495744705,0.025434473529458046,0.0,0.0,0.0,0.0
5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.14243990182876587,0.0,0.0,0.0,0.0,0.0,0.020129604265093803,0.14227065443992615,0.007202018052339554,0.0005474621430039406,0.005379481706768274,0.015336520969867706,0.0,0.036375634372234344,0.044698089361190796,0.0,0.001522659556940198,0.20655374228954315,0.20418623089790344,0.00246467930264771,0.0,0.044942647218704224,0.03666849434375763,0.03308709338307381,0.02875722385942936,0.015755753964185715,0.0,0.004517801571637392,0.019307348877191544,0.00315878470428288,0.0043122959323227406,0.021106114611029625,0.02310205064713955,0.038948360830545425,0.041485246270895004,0.008851207792758942,0.003270850284025073,0.006296219769865274,0.08135516941547394,0.08367902785539627,0.00910909753292799,0.004597415681928396,0.012384019792079926,0.02636769972741604,0.02938801422715187,0.0,0.0,0.0,0.0
6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.14805187284946442,0.0,0.0,0.0,0.0,0.0,0.015453090891242027,0.14777716994285583,0.018563058227300644,0.0,0.0072799078188836575,0.01345989853143692,0.0,0.050873465836048126,0.0,0.0,0.001354857231490314,0.26969775557518005,0.26094600558280945,0.001884940662421286,0.0,0.07358944416046143,0.06048053130507469,0.03746536001563072,0.03254467621445656,0.01497009489685297,0.0,0.0,0.04796356335282326,0.0,0.0,0.04429088160395622,0.04847867786884308,0.07025827467441559,0.07717802375555038,0.013701366260647774,0.007537250407040119,0.008526742458343506,0.07157544791698456,0.07404062151908875,0.015095426701009274,0.0,0.005544755607843399,0.022936711087822914,0.027538640424609184,0.0,0.0,0.0,0.0
7,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.14544199407100677,0.0,0.0,0.0,0.0,0.0,0.007890667766332626,0.14544320106506348,0.028113432228565216,0.0,0.009788928553462029,0.03139450401067734,0.0,0.011575620621442795,0.0,0.0,0.0008820920484140515,0.32262885570526123,0.30402278900146484,0.0008294362341985106,0.0,0.10044515877962112,0.08373257517814636,0.04060698673129082,0.03612880781292915,0.02455035038292408,0.0,0.0,0.0704079270362854,0.0,0.0,0.07348445802927017,0.08013611286878586,0.09500113129615784,0.10486511141061783,0.018684817478060722,0.011715767905116081,0.013348651118576527,0.06168045103549957,0.06461843848228455,0.01514468528330326,0.0,0.004091477021574974,0.017788870260119438,0.024141980335116386,0.0,0.0,0.0,0.0
8,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1403314173221588,0.0,0.0,0.0,0.0,0.0,0.0,0.1405564695596695,0.031318847090005875,0.0,0.009105642326176167,0.05628093704581261,0.0,0.0,0.0,0.00020969864272046834,0.0,0.37583208084106445,0.34323248267173767,0.005469304509460926,0.005483866669237614,0.13539111614227295,0.11044109612703323,0.047887757420539856,0.04250083863735199,0.03385327756404877,0.0,0.0,0.08225410431623459,0.0,0.0,0.09312935918569565,0.10216972976922989,0.10714507102966309,0.12062831223011017,0.024374498054385185,0.016413914039731026,0.017717786133289337,0.0519675686955452,0.05547056347131729,0.012617035768926144,0.0,0.0033354617189615965,0.010778674855828285,0.019483668729662895,0.0,0.0,0.0,0.0
9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1345868557691574,0.0,0.0,0.0,0.0,0.0,0.0,0.13498421013355255,0.03530094027519226,0.0,0.004610673990100622,0.10245189070701599,0.0,0.0,0.0,0.0011417591013014317,0.0,0.41973453760147095,0.3719526529312134,0.01618119329214096,0.01693187840282917,0.17427434027194977,0.14019474387168884,0.06066324934363365,0.05385231599211693,0.04299928620457649,0.0,0.0,0.09202441573143005,0.0,0.0,0.10420463234186172,0.11592192947864532,0.1111452728509903,0.12803111970424652,0.02934756875038147,0.020361436530947685,0.021741075441241264,0.043534550815820694,0.0476975291967392,0.009040477685630322,0.0,0.0009137527667917311,0.0,0.010034180246293545,0.0,0.0,0.0,0.0
