,time_code,emotion_values.disgust,emotion_values.joy,emotion_values.grief,emotion_values.outofbreath,emotion_values.pain,emotion_values.anger,emotion_values.amazement,emotion_values.cheekiness,emotion_values.sadness,emotion_values.fear
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.01653660461306572,0.30000001192092896,0.0,0.0,0.0,0.020986389368772507,0.0,0.0,0.0,0.012577340006828308
3,0.0,0.01607615314424038,0.30628126859664917,0.0,0.0,0.0,0.02406264841556549,0.0,0.0,0.0,0.012200020253658295
4,0.0,0.015615702606737614,0.3125625252723694,0.0,0.0,0.0,0.027138907462358475,0.0,0.0,0.0,0.011822699569165707
5,0.0,0.015155251137912273,0.318843811750412,0.0,0.0,0.0,0.030215168371796608,0.0,0.0,0.0,0.011445378884673119
6,0.0,0.014694800600409508,0.3251250684261322,0.0,0.0,0.0,0.03329142555594444,0.0,0.0,0.0,0.011068059131503105
7,0.0,0.014234349131584167,0.3314063251018524,0.0,0.0,0.0,0.03636768460273743,0.0,0.0,0.0,0.010690739378333092
8,0.0,0.013773898594081402,0.33768758177757263,0.0,0.0,0.0,0.03944394737482071,0.0,0.0,0.0,0.010313418693840504
9,0.0,0.013313448056578636,0.34396883845329285,0.0,0.0,0.0,0.04252020642161369,0.0,0.0,0.0,0.009936098009347916
10,0.0,0.012852996587753296,0.35025012493133545,0.0,0.0,0.0,0.04559646546840668,0.0,0.0,0.0,0.009558778256177902
11,0.0,0.012392545118927956,0.35653138160705566,0.0,0.0,0.0,0.04867272451519966,0.0,0.0,0.0,0.009181458503007889
12,0.0,0.01193209458142519,0.3628126382827759,0.0,0.0,0.0,0.051748983561992645,0.0,0.0,0.0,0.0088041378185153
13,0.0,0.00835246592760086,0.4262412190437317,0.0,0.0,0.0,0.04579298570752144,0.0,0.0,0.0,0.006793958134949207
14,0.03331249952316284,0.008101891726255417,0.42886316776275635,0.0,0.0,0.0,0.04766055941581726,0.0,0.0,0.0,0.006690561771392822
15,0.06662499904632568,0.007851317524909973,0.431485116481781,0.0,0.0,0.0,0.04952813312411308,0.0,0.0,0.0,0.006587165407836437
16,0.09993749856948853,0.007600743789225817,0.43410706520080566,0.0,0.0,0.0,0.051395706832408905,0.0,0.0,0.0,0.006483768578618765
17,0.13324999809265137,0.00735017005354166,0.4367290139198303,0.0,0.0,0.0,0.05326328054070473,0.0,0.0,0.0,0.00638037221506238
18,0.1665624976158142,0.007099595852196217,0.439350962638855,0.0,0.0,0.0,0.05513085424900055,0.0,0.0,0.0,0.006276975851505995
19,0.3331249952316284,0.00584672624245286,0.45246073603630066,0.0,0.0,0.0,0.06446871906518936,0.0,0.0,0.0,0.005759993568062782
20,0.36643749475479126,0.005671324208378792,0.4562343657016754,0.0,0.0,0.0,0.06356041878461838,0.0,0.0,0.0,0.005634357687085867
21,0.3997499942779541,0.005495922639966011,0.46000799536705017,0.0,0.0,0.0,0.0626521185040474,0.0,0.0,0.0,0.005508722271770239
22,0.43306249380111694,0.005320520605891943,0.4637816250324249,0.0,0.0,0.0,0.06174381822347641,0.0,0.0,0.0,0.0053830863907933235
23,0.4663749933242798,0.005145119037479162,0.4675552546977997,0.0,0.0,0.0,0.060835517942905426,0.0,0.0,0.0,0.005257450509816408
24,0.4996874928474426,0.004969717003405094,0.4713289141654968,0.0,0.0,0.0,0.05992721766233444,0.0,0.0,0.0,0.005131814628839493
25,0.5329999923706055,0.004794315434992313,0.4751025438308716,0.0,0.0,0.0,0.05901891365647316,0.0,0.0,0.0,0.005006179213523865
26,0.5663124918937683,0.004618913866579533,0.47887617349624634,0.0,0.0,0.0,0.058110613375902176,0.0,0.0,0.0,0.004880543332546949
27,0.5996249914169312,0.0044435118325054646,0.4826498031616211,0.0,0.0,0.0,0.05720231309533119,0.0,0.0,0.0,0.004754907451570034
28,0.632937490940094,0.0042681097984313965,0.48642343282699585,0.0,0.0,0.0,0.05629401281476021,0.0,0.0,0.0,0.004629272036254406
29,0.6662499904632568,0.004092708230018616,0.4901970624923706,0.0,0.0,0.0,0.055385712534189224,0.0,0.0,0.0,0.004503636155277491
30,0.6995624899864197,0.00402900530025363,0.4633248746395111,0.0,0.0,0.0,0.053879328072071075,0.0,0.0,0.0,0.03436852991580963
31,0.7328749895095825,0.003965302370488644,0.4364526867866516,0.0,0.0,0.0,0.05237293988466263,0.0,0.0,0.0,0.06423342227935791
32,0.7661874890327454,0.003901599207893014,0.4095804989337921,0.0,0.0,0.0,0.05086655169725418,0.0,0.0,0.0,0.09409831464290619
33,0.7994999885559082,0.003837896278128028,0.3827083110809326,0.0,0.0,0.0,0.04936016723513603,0.0,0.0,0.0,0.12396320700645447
34,0.832812488079071,0.0037741931155323982,0.35583609342575073,0.0,0.0,0.0,0.04785378277301788,0.0,0.0,0.0,0.15382809937000275
35,0.8661249876022339,0.003710490185767412,0.32896390557289124,0.0,0.0,0.0,0.046347394585609436,0.0,0.0,0.0,0.18369299173355103
36,0.8994374871253967,0.003646787256002426,0.30209171772003174,0.0,0.0,0.0,0.04484100639820099,0.0,0.0,0.0,0.2135578840970993
37,0.9327499866485596,0.00358308432623744,0.27521952986717224,0.0,0.0,0.0,0.04333462193608284,0.0,0.0,0.0,0.24342277646064758
38,0.9660624861717224,0.0035193811636418104,0.24834734201431274,0.0,0.0,0.0,0.04182823747396469,0.0,0.0,0.0,0.27328765392303467
39,0.9993749856948853,0.0034556782338768244,0.22147515416145325,0.0,0.0,0.0,0.040321849286556244,0.0,0.0,0.0,0.30315256118774414
40,1.0326875448226929,0.0034237271174788475,0.22367748618125916,0.0,0.0,0.0,0.039240237325429916,0.0,0.0,0.0,0.3030579686164856
41,1.065999984741211,0.0033917762339115143,0.22587983310222626,0.0,0.0,0.0,0.03815862536430359,0.0,0.0,0.0,0.30296340584754944
42,1.0993125438690186,0.003359825350344181,0.22808216512203217,0.0,0.0,0.0,0.03707701340317726,0.0,0.0,0.0,0.3028688430786133
43,1.1326249837875366,0.003327874233946204,0.23028449714183807,0.0,0.0,0.0,0.035995401442050934,0.0,0.0,0.0,0.30277425050735474
44,1.1659375429153442,0.0032959231175482273,0.23248684406280518,0.0,0.0,0.0,0.034913789480924606,0.0,0.0,0.0,0.3026796579360962
45,1.1992499828338623,0.003263972233980894,0.23468917608261108,0.0,0.0,0.0,0.03383217751979828,0.0,0.0,0.0,0.30258509516716003
46,1.23256254196167,0.003232021350413561,0.236891508102417,0.0,0.0,0.0,0.03275056555867195,0.0,0.0,0.0,0.3024905323982239
47,1.265874981880188,0.003200070234015584,0.2390938401222229,0.0,0.0,0.0,0.031668953597545624,0.0,0.0,0.0,0.30239593982696533
48,1.2991875410079956,0.003168119117617607,0.24129618704319,0.0,0.0,0.0,0.030587343499064445,0.0,0.0,0.0,0.3023013472557068
49,1.3324999809265137,0.003136168234050274,0.2434985190629959,0.0,0.0,0.0,0.029505731537938118,0.0,0.0,0.0,0.30220678448677063
50,1.3658125400543213,0.003067587735131383,0.24385112524032593,0.0,0.0,0.0,0.030749205499887466,0.0,0.0,0.0,0.30214059352874756
51,1.3991249799728394,0.0029990074690431356,0.24420374631881714,0.0,0.0,0.0,0.031992677599191666,0.0,0.0,0.0,0.3020743727684021
52,1.432437539100647,0.0029304269701242447,0.24455635249614716,0.0,0.0,0.0,0.03323615342378616,0.0,0.0,0.0,0.30200818181037903
53,1.465749979019165,0.0028618467040359974,0.24490897357463837,0.0,0.0,0.0,0.03447962552309036,0.0,0.0,0.0,0.30194196105003357
54,1.4990625381469727,0.0027932662051171064,0.24526157975196838,0.0,0.0,0.0,0.03572310134768486,0.0,0.0,0.0,0.3018757700920105
55,1.5323749780654907,0.0027246857061982155,0.2456141859292984,0.0,0.0,0.0,0.03696657344698906,0.0,0.0,0.0,0.3018095791339874
56,1.5656875371932983,0.002656105440109968,0.2459668070077896,0.0,0.0,0.0,0.03821004927158356,0.0,0.0,0.0,0.30174335837364197
57,1.5989999771118164,0.0025875249411910772,0.24631941318511963,0.0,0.0,0.0,0.039453521370887756,0.0,0.0,0.0,0.3016771674156189
58,1.632312536239624,0.00251894467510283,0.24667203426361084,0.0,0.0,0.0,0.040696997195482254,0.0,0.0,0.0,0.30161094665527344
59,1.665624976158142,0.002450364176183939,0.24702464044094086,0.0,0.0,0.0,0.04194046929478645,0.0,0.0,0.0,0.30154475569725037
60,1.6989375352859497,0.0024061964359134436,0.24099813401699066,0.0,0.0,0.0,0.04879486560821533,0.0,0.0,0.0,0.3014984130859375
61,1.7322499752044678,0.0023620284628123045,0.23497161269187927,0.0,0.0,0.0,0.05564926192164421,0.0,0.0,0.0,0.30145207047462463
62,1.7655625343322754,0.002317860722541809,0.22894510626792908,0.0,0.0,0.0,0.06250365823507309,0.0,0.0,0.0,0.30140572786331177
63,1.7988749742507935,0.0022736929822713137,0.22291859984397888,0.0,0.0,0.0,0.06935805082321167,0.0,0.0,0.0,0.3013593852519989
